RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
33,Indonesia,F,Education,Primary,... if she burns the food,01/01/2012,3.9,5773
33,Indonesia,F,Employment,Employed for kind,... if she burns the food,01/01/2012,4,5774
33,Indonesia,F,Residence,Rural,... if she burns the food,01/01/2012,4,5775
33,Indonesia,M,Marital status,Never married,... if she burns the food,01/01/2012,,5776
33,Indonesia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2012,,5777
33,Indonesia,M,Employment,Unemployed,... if she burns the food,01/01/2012,0,5778
33,Indonesia,M,Education,Higher,... if she burns the food,01/01/2012,0.1,5779
33,Indonesia,M,Education,Secondary,... if she burns the food,01/01/2012,0.6,5780
33,Indonesia,M,Residence,Urban,... if she burns the food,01/01/2012,0.6,5781
33,Indonesia,M,Age,15-24,... if she burns the food,01/01/2012,0.8,5782
33,Indonesia,M,Age,25-34,... if she burns the food,01/01/2012,0.8,5783
33,Indonesia,M,Employment,Employed for cash,... if she burns the food,01/01/2012,0.8,5784
33,Indonesia,M,Marital status,Married or living together,... if she burns the food,01/01/2012,0.8,5785
33,Indonesia,M,Age,35-49,... if she burns the food,01/01/2012,0.9,5786
33,Indonesia,M,Residence,Rural,... if she burns the food,01/01/2012,1.1,5787
33,Indonesia,M,Education,Primary,... if she burns the food,01/01/2012,1.4,5788
33,Indonesia,M,Employment,Employed for kind,... if she burns the food,01/01/2012,1.4,5789
33,Indonesia,M,Education,No education,... if she burns the food,01/01/2012,2.6,5790
383,Indonesia,F,Age,15-24,... for at least one specific reason,01/01/2012,42.2,5791
383,Indonesia,F,Age,25-34,... for at least one specific reason,01/01/2012,34.5,5792
383,Indonesia,F,Age,35-49,... for at least one specific reason,01/01/2012,28.9,5793
103,Indonesia,F,Age,15-24,... if she argues with him,01/01/2012,6.9,5794
103,Indonesia,F,Age,25-34,... if she argues with him,01/01/2012,5.1,5795
103,Indonesia,F,Age,35-49,... if she argues with him,01/01/2012,5.2,5796
173,Indonesia,F,Age,15-24,... if she goes out without telling him,01/01/2012,26.9,5797
173,Indonesia,F,Age,25-34,... if she goes out without telling him,01/01/2012,24.8,5798
173,Indonesia,F,Age,35-49,... if she goes out without telling him,01/01/2012,21.4,5799
243,Indonesia,F,Age,15-24,... if she neglects the children,01/01/2012,34.3,5800
243,Indonesia,F,Age,25-34,... if she neglects the children,01/01/2012,27.6,5801
243,Indonesia,F,Age,35-49,... if she neglects the children,01/01/2012,22,5802
313,Indonesia,F,Age,15-24,... if she refuses to have sex with him,01/01/2012,10.3,5803
313,Indonesia,F,Age,25-34,... if she refuses to have sex with him,01/01/2012,8.7,5804
313,Indonesia,F,Age,35-49,... if she refuses to have sex with him,01/01/2012,8.1,5805
383,Indonesia,F,Education,Higher,... for at least one specific reason,01/01/2012,25.5,5806
383,Indonesia,F,Education,No education,... for at least one specific reason,01/01/2012,26.6,5807
383,Indonesia,F,Education,Primary,... for at least one specific reason,01/01/2012,35.5,5808
383,Indonesia,F,Education,Secondary,... for at least one specific reason,01/01/2012,36.5,5809
103,Indonesia,F,Education,Higher,... if she argues with him,01/01/2012,2.9,5810
103,Indonesia,F,Education,No education,... if she argues with him,01/01/2012,9.2,5811
103,Indonesia,F,Education,Primary,... if she argues with him,01/01/2012,7.1,5812
103,Indonesia,F,Education,Secondary,... if she argues with him,01/01/2012,5.2,5813
173,Indonesia,F,Education,Higher,... if she goes out without telling him,01/01/2012,14.7,5814
173,Indonesia,F,Education,No education,... if she goes out without telling him,01/01/2012,19.8,5815
173,Indonesia,F,Education,Primary,... if she goes out without telling him,01/01/2012,26.9,5816
173,Indonesia,F,Education,Secondary,... if she goes out without telling him,01/01/2012,24.7,5817
243,Indonesia,F,Education,Higher,... if she neglects the children,01/01/2012,21.1,5818
243,Indonesia,F,Education,No education,... if she neglects the children,01/01/2012,19.9,5819
243,Indonesia,F,Education,Primary,... if she neglects the children,01/01/2012,27.3,5820
243,Indonesia,F,Education,Secondary,... if she neglects the children,01/01/2012,29.2,5821
313,Indonesia,F,Education,Higher,... if she refuses to have sex with him,01/01/2012,5.9,5822
313,Indonesia,F,Education,No education,... if she refuses to have sex with him,01/01/2012,8.4,5823
313,Indonesia,F,Education,Primary,... if she refuses to have sex with him,01/01/2012,10.9,5824
313,Indonesia,F,Education,Secondary,... if she refuses to have sex with him,01/01/2012,8.4,5825
383,Indonesia,F,Employment,Employed for cash,... for at least one specific reason,01/01/2012,31.9,5826
383,Indonesia,F,Employment,Employed for kind,... for at least one specific reason,01/01/2012,37.8,5827
383,Indonesia,F,Employment,Unemployed,... for at least one specific reason,01/01/2012,36.3,5828
103,Indonesia,F,Employment,Employed for cash,... if she argues with him,01/01/2012,4.8,5829
103,Indonesia,F,Employment,Employed for kind,... if she argues with him,01/01/2012,8.4,5830
103,Indonesia,F,Employment,Unemployed,... if she argues with him,01/01/2012,5.7,5831
173,Indonesia,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2012,22.2,5832
173,Indonesia,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2012,28.2,5833
173,Indonesia,F,Employment,Unemployed,... if she goes out without telling him,01/01/2012,24.7,5834
243,Indonesia,F,Employment,Employed for cash,... if she neglects the children,01/01/2012,25.2,5835
243,Indonesia,F,Employment,Employed for kind,... if she neglects the children,01/01/2012,29.5,5836
243,Indonesia,F,Employment,Unemployed,... if she neglects the children,01/01/2012,28.9,5837
313,Indonesia,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2012,8.5,5838
313,Indonesia,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2012,11,5839
313,Indonesia,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2012,8.7,5840
383,Indonesia,F,Marital status,Married or living together,... for at least one specific reason,01/01/2012,33.5,5841
383,Indonesia,F,Marital status,Never married,... for at least one specific reason,01/01/2012,38.5,5842
383,Indonesia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2012,30.9,5843
103,Indonesia,F,Marital status,Married or living together,... if she argues with him,01/01/2012,5.4,5844
103,Indonesia,F,Marital status,Never married,... if she argues with him,01/01/2012,6.2,5845
103,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2012,7.2,5846
173,Indonesia,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2012,24.3,5847
173,Indonesia,F,Marital status,Never married,... if she goes out without telling him,01/01/2012,23,5848
173,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2012,23.9,5849
243,Indonesia,F,Marital status,Married or living together,... if she neglects the children,01/01/2012,26.4,5850
243,Indonesia,F,Marital status,Never married,... if she neglects the children,01/01/2012,31.2,5851
243,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2012,23.9,5852
313,Indonesia,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2012,8.8,5853
313,Indonesia,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2012,9,5854
313,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2012,11.2,5855
383,Indonesia,F,Residence,Rural,... for at least one specific reason,01/01/2012,39.6,5856
383,Indonesia,F,Residence,Urban,... for at least one specific reason,01/01/2012,29.8,5857
103,Indonesia,F,Residence,Rural,... if she argues with him,01/01/2012,7.8,5858
103,Indonesia,F,Residence,Urban,... if she argues with him,01/01/2012,3.7,5859
173,Indonesia,F,Residence,Rural,... if she goes out without telling him,01/01/2012,29.3,5860
173,Indonesia,F,Residence,Urban,... if she goes out without telling him,01/01/2012,19.2,5861
243,Indonesia,F,Residence,Rural,... if she neglects the children,01/01/2012,31.1,5862
243,Indonesia,F,Residence,Urban,... if she neglects the children,01/01/2012,23.8,5863
313,Indonesia,F,Residence,Rural,... if she refuses to have sex with him,01/01/2012,11.5,5864
313,Indonesia,F,Residence,Urban,... if she refuses to have sex with him,01/01/2012,6.6,5865
383,Indonesia,M,Age,15-24,... for at least one specific reason,01/01/2012,24.8,5866
383,Indonesia,M,Age,25-34,... for at least one specific reason,01/01/2012,20.1,5867
383,Indonesia,M,Age,35-49,... for at least one specific reason,01/01/2012,16.7,5868
103,Indonesia,M,Age,15-24,... if she argues with him,01/01/2012,4.4,5869
103,Indonesia,M,Age,25-34,... if she argues with him,01/01/2012,4.3,5870
103,Indonesia,M,Age,35-49,... if she argues with him,01/01/2012,2.8,5871
173,Indonesia,M,Age,15-24,... if she goes out without telling him,01/01/2012,12.4,5872
173,Indonesia,M,Age,25-34,... if she goes out without telling him,01/01/2012,12.6,5873
173,Indonesia,M,Age,35-49,... if she goes out without telling him,01/01/2012,12,5874
243,Indonesia,M,Age,15-24,... if she neglects the children,01/01/2012,18.3,5875
243,Indonesia,M,Age,25-34,... if she neglects the children,01/01/2012,15,5876
243,Indonesia,M,Age,35-49,... if she neglects the children,01/01/2012,10.7,5877
313,Indonesia,M,Age,15-24,... if she refuses to have sex with him,01/01/2012,3.7,5878
313,Indonesia,M,Age,25-34,... if she refuses to have sex with him,01/01/2012,3.4,5879
313,Indonesia,M,Age,35-49,... if she refuses to have sex with him,01/01/2012,3,5880
383,Indonesia,M,Education,Higher,... for at least one specific reason,01/01/2012,12,5881
383,Indonesia,M,Education,No education,... for at least one specific reason,01/01/2012,19.7,5882
383,Indonesia,M,Education,Primary,... for at least one specific reason,01/01/2012,20.4,5883
383,Indonesia,M,Education,Secondary,... for at least one specific reason,01/01/2012,18.3,5884
103,Indonesia,M,Education,Higher,... if she argues with him,01/01/2012,2.5,5885
103,Indonesia,M,Education,No education,... if she argues with him,01/01/2012,9.3,5886
103,Indonesia,M,Education,Primary,... if she argues with him,01/01/2012,4.3,5887
103,Indonesia,M,Education,Secondary,... if she argues with him,01/01/2012,2.8,5888
173,Indonesia,M,Education,Higher,... if she goes out without telling him,01/01/2012,7.6,5889
173,Indonesia,M,Education,No education,... if she goes out without telling him,01/01/2012,14.6,5890
173,Indonesia,M,Education,Primary,... if she goes out without telling him,01/01/2012,14.2,5891
173,Indonesia,M,Education,Secondary,... if she goes out without telling him,01/01/2012,12,5892
243,Indonesia,M,Education,Higher,... if she neglects the children,01/01/2012,8.4,5893
243,Indonesia,M,Education,No education,... if she neglects the children,01/01/2012,13.9,5894
243,Indonesia,M,Education,Primary,... if she neglects the children,01/01/2012,13.6,5895
243,Indonesia,M,Education,Secondary,... if she neglects the children,01/01/2012,12.8,5896
313,Indonesia,M,Education,Higher,... if she refuses to have sex with him,01/01/2012,1.1,5897
313,Indonesia,M,Education,No education,... if she refuses to have sex with him,01/01/2012,6.2,5898
313,Indonesia,M,Education,Primary,... if she refuses to have sex with him,01/01/2012,4.2,5899
313,Indonesia,M,Education,Secondary,... if she refuses to have sex with him,01/01/2012,2.9,5900
383,Indonesia,M,Employment,Employed for cash,... for at least one specific reason,01/01/2012,18,5901
383,Indonesia,M,Employment,Employed for kind,... for at least one specific reason,01/01/2012,22.3,5902
383,Indonesia,M,Employment,Unemployed,... for at least one specific reason,01/01/2012,6.4,5903
103,Indonesia,M,Employment,Employed for cash,... if she argues with him,01/01/2012,3.2,5904
103,Indonesia,M,Employment,Employed for kind,... if she argues with him,01/01/2012,5.9,5905
103,Indonesia,M,Employment,Unemployed,... if she argues with him,01/01/2012,5.5,5906
173,Indonesia,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2012,12,5907
173,Indonesia,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2012,16.6,5908
173,Indonesia,M,Employment,Unemployed,... if she goes out without telling him,01/01/2012,0,5909
243,Indonesia,M,Employment,Employed for cash,... if she neglects the children,01/01/2012,12.6,5910
243,Indonesia,M,Employment,Employed for kind,... if she neglects the children,01/01/2012,13.1,5911
243,Indonesia,M,Employment,Unemployed,... if she neglects the children,01/01/2012,2.4,5912
313,Indonesia,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2012,3,5913
313,Indonesia,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2012,5.4,5914
313,Indonesia,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2012,4.2,5915
383,Indonesia,M,Marital status,Married or living together,... for at least one specific reason,01/01/2012,18.3,5916
383,Indonesia,M,Marital status,Never married,... for at least one specific reason,01/01/2012,,5917
383,Indonesia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2012,,5918
103,Indonesia,M,Marital status,Married or living together,... if she argues with him,01/01/2012,3.4,5919
103,Indonesia,M,Marital status,Never married,... if she argues with him,01/01/2012,,5920
103,Indonesia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2012,,5921
173,Indonesia,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2012,12.2,5922
173,Indonesia,M,Marital status,Never married,... if she goes out without telling him,01/01/2012,,5923
173,Indonesia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2012,,5924
243,Indonesia,M,Marital status,Married or living together,... if she neglects the children,01/01/2012,12.6,5925
243,Indonesia,M,Marital status,Never married,... if she neglects the children,01/01/2012,,5926
243,Indonesia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2012,,5927
313,Indonesia,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2012,3.2,5928
313,Indonesia,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2012,,5929
313,Indonesia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2012,,5930
383,Indonesia,M,Residence,Rural,... for at least one specific reason,01/01/2012,20.7,5931
383,Indonesia,M,Residence,Urban,... for at least one specific reason,01/01/2012,16,5932
103,Indonesia,M,Residence,Rural,... if she argues with him,01/01/2012,4.7,5933
103,Indonesia,M,Residence,Urban,... if she argues with him,01/01/2012,2.1,5934
173,Indonesia,M,Residence,Rural,... if she goes out without telling him,01/01/2012,13.6,5935
173,Indonesia,M,Residence,Urban,... if she goes out without telling him,01/01/2012,10.9,5936
243,Indonesia,M,Residence,Rural,... if she neglects the children,01/01/2012,14.5,5937
243,Indonesia,M,Residence,Urban,... if she neglects the children,01/01/2012,10.7,5938
313,Indonesia,M,Residence,Rural,... if she refuses to have sex with him,01/01/2012,4.3,5939
313,Indonesia,M,Residence,Urban,... if she refuses to have sex with him,01/01/2012,2.1,5940
34,Jordan,F,Employment,Employed for cash,... if she burns the food,01/01/2017,,5941
34,Jordan,F,Marital status,Never married,... if she burns the food,01/01/2017,,5942
34,Jordan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,1.4,5943
34,Jordan,F,Age,15-24,... if she burns the food,01/01/2017,1.8,5944
34,Jordan,F,Education,Higher,... if she burns the food,01/01/2017,1.9,5945
34,Jordan,F,Employment,Employed for kind,... if she burns the food,01/01/2017,2.1,5946
34,Jordan,F,Education,Secondary,... if she burns the food,01/01/2017,2.2,5947
34,Jordan,F,Age,35-49,... if she burns the food,01/01/2017,2.3,5948
34,Jordan,F,Residence,Urban,... if she burns the food,01/01/2017,2.3,5949
34,Jordan,F,Employment,Unemployed,... if she burns the food,01/01/2017,2.4,5950
384,Jordan,F,Age,15-24,... for at least one specific reason,01/01/2017,15.7,5951
384,Jordan,F,Age,25-34,... for at least one specific reason,01/01/2017,14.6,5952
384,Jordan,F,Age,35-49,... for at least one specific reason,01/01/2017,13.4,5953
104,Jordan,F,Age,15-24,... if she argues with him,01/01/2017,6.8,5954
104,Jordan,F,Age,25-34,... if she argues with him,01/01/2017,6.1,5955
104,Jordan,F,Age,35-49,... if she argues with him,01/01/2017,5.6,5956
34,Jordan,F,Age,25-34,... if she burns the food,01/01/2017,2.7,5957
174,Jordan,F,Age,15-24,... if she goes out without telling him,01/01/2017,9.5,5958
174,Jordan,F,Age,25-34,... if she goes out without telling him,01/01/2017,7.2,5959
174,Jordan,F,Age,35-49,... if she goes out without telling him,01/01/2017,6.5,5960
244,Jordan,F,Age,15-24,... if she neglects the children,01/01/2017,5.8,5961
244,Jordan,F,Age,25-34,... if she neglects the children,01/01/2017,7.3,5962
244,Jordan,F,Age,35-49,... if she neglects the children,01/01/2017,6.6,5963
314,Jordan,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,,5964
314,Jordan,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,,5965
314,Jordan,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,,5966
384,Jordan,F,Education,Higher,... for at least one specific reason,01/01/2017,9.1,5967
384,Jordan,F,Education,No education,... for at least one specific reason,01/01/2017,28.1,5968
384,Jordan,F,Education,Primary,... for at least one specific reason,01/01/2017,26.2,5969
384,Jordan,F,Education,Secondary,... for at least one specific reason,01/01/2017,15.3,5970
104,Jordan,F,Education,Higher,... if she argues with him,01/01/2017,3.7,5971
104,Jordan,F,Education,No education,... if she argues with him,01/01/2017,13.1,5972
104,Jordan,F,Education,Primary,... if she argues with him,01/01/2017,12.1,5973
104,Jordan,F,Education,Secondary,... if she argues with him,01/01/2017,6.2,5974
34,Jordan,F,Education,No education,... if she burns the food,01/01/2017,7.8,5975
34,Jordan,F,Education,Primary,... if she burns the food,01/01/2017,4.3,5976
174,Jordan,F,Education,Higher,... if she goes out without telling him,01/01/2017,4.1,5977
174,Jordan,F,Education,No education,... if she goes out without telling him,01/01/2017,14.8,5978
174,Jordan,F,Education,Primary,... if she goes out without telling him,01/01/2017,14,5979
174,Jordan,F,Education,Secondary,... if she goes out without telling him,01/01/2017,7.9,5980
244,Jordan,F,Education,Higher,... if she neglects the children,01/01/2017,4.1,5981
244,Jordan,F,Education,No education,... if she neglects the children,01/01/2017,18.7,5982
244,Jordan,F,Education,Primary,... if she neglects the children,01/01/2017,13,5983
244,Jordan,F,Education,Secondary,... if she neglects the children,01/01/2017,7.2,5984
314,Jordan,F,Education,Higher,... if she refuses to have sex with him,01/01/2017,,5985
314,Jordan,F,Education,No education,... if she refuses to have sex with him,01/01/2017,,5986
314,Jordan,F,Education,Primary,... if she refuses to have sex with him,01/01/2017,,5987
314,Jordan,F,Education,Secondary,... if she refuses to have sex with him,01/01/2017,,5988
384,Jordan,F,Employment,Employed for cash,... for at least one specific reason,01/01/2017,,5989
384,Jordan,F,Employment,Employed for kind,... for at least one specific reason,01/01/2017,10.5,5990
384,Jordan,F,Employment,Unemployed,... for at least one specific reason,01/01/2017,14.7,5991
104,Jordan,F,Employment,Employed for cash,... if she argues with him,01/01/2017,,5992
104,Jordan,F,Employment,Employed for kind,... if she argues with him,01/01/2017,4.8,5993
104,Jordan,F,Employment,Unemployed,... if she argues with him,01/01/2017,6.1,5994
174,Jordan,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,,5995
174,Jordan,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,4.4,5996
174,Jordan,F,Employment,Unemployed,... if she goes out without telling him,01/01/2017,7.6,5997
244,Jordan,F,Employment,Employed for cash,... if she neglects the children,01/01/2017,,5998
244,Jordan,F,Employment,Employed for kind,... if she neglects the children,01/01/2017,4.6,5999
244,Jordan,F,Employment,Unemployed,... if she neglects the children,01/01/2017,7.1,6000
314,Jordan,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,,6001
314,Jordan,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,,6002
314,Jordan,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,,6003
384,Jordan,F,Marital status,Married or living together,... for at least one specific reason,01/01/2017,14.4,6004
384,Jordan,F,Marital status,Never married,... for at least one specific reason,01/01/2017,,6005
384,Jordan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,10.8,6006
104,Jordan,F,Marital status,Married or living together,... if she argues with him,01/01/2017,5.9,6007
104,Jordan,F,Marital status,Never married,... if she argues with him,01/01/2017,,6008
104,Jordan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,5.3,6009
34,Jordan,F,Marital status,Married or living together,... if she burns the food,01/01/2017,2.5,6010
174,Jordan,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,7.3,6011
174,Jordan,F,Marital status,Never married,... if she goes out without telling him,01/01/2017,,6012
174,Jordan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,5.4,6013
244,Jordan,F,Marital status,Married or living together,... if she neglects the children,01/01/2017,6.9,6014
244,Jordan,F,Marital status,Never married,... if she neglects the children,01/01/2017,,6015
244,Jordan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,4.4,6016
314,Jordan,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,,6017
314,Jordan,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,,6018
314,Jordan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,,6019
384,Jordan,F,Residence,Rural,... for at least one specific reason,01/01/2017,17.1,6020
384,Jordan,F,Residence,Urban,... for at least one specific reason,01/01/2017,13.8,6021
104,Jordan,F,Residence,Rural,... if she argues with him,01/01/2017,7.9,6022
104,Jordan,F,Residence,Urban,... if she argues with him,01/01/2017,5.7,6023
34,Jordan,F,Residence,Rural,... if she burns the food,01/01/2017,2.7,6024
174,Jordan,F,Residence,Rural,... if she goes out without telling him,01/01/2017,8.9,6025
174,Jordan,F,Residence,Urban,... if she goes out without telling him,01/01/2017,7,6026
244,Jordan,F,Residence,Rural,... if she neglects the children,01/01/2017,8.7,6027
244,Jordan,F,Residence,Urban,... if she neglects the children,01/01/2017,6.5,6028
314,Jordan,F,Residence,Rural,... if she refuses to have sex with him,01/01/2017,,6029
314,Jordan,F,Residence,Urban,... if she refuses to have sex with him,01/01/2017,,6030
384,Jordan,M,Age,15-24,... for at least one specific reason,01/01/2017,33.1,6031
384,Jordan,M,Age,25-34,... for at least one specific reason,01/01/2017,31.8,6032
384,Jordan,M,Age,35-49,... for at least one specific reason,01/01/2017,25.1,6033
104,Jordan,M,Age,15-24,... if she argues with him,01/01/2017,19.8,6034
104,Jordan,M,Age,25-34,... if she argues with him,01/01/2017,18.2,6035
104,Jordan,M,Age,35-49,... if she argues with him,01/01/2017,13.8,6036
34,Jordan,M,Age,15-24,... if she burns the food,01/01/2017,12,6037
34,Jordan,M,Age,25-34,... if she burns the food,01/01/2017,6.8,6038
34,Jordan,M,Age,35-49,... if she burns the food,01/01/2017,4.8,6039
174,Jordan,M,Age,15-24,... if she goes out without telling him,01/01/2017,21.1,6040
174,Jordan,M,Age,25-34,... if she goes out without telling him,01/01/2017,18.4,6041
174,Jordan,M,Age,35-49,... if she goes out without telling him,01/01/2017,15.2,6042
244,Jordan,M,Age,15-24,... if she neglects the children,01/01/2017,15.6,6043
244,Jordan,M,Age,25-34,... if she neglects the children,01/01/2017,13.5,6044
244,Jordan,M,Age,35-49,... if she neglects the children,01/01/2017,9.6,6045
314,Jordan,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,,6046
314,Jordan,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,,6047
314,Jordan,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,,6048
384,Jordan,M,Education,Higher,... for at least one specific reason,01/01/2017,27.2,6049
384,Jordan,M,Education,No education,... for at least one specific reason,01/01/2017,36.3,6050
384,Jordan,M,Education,Primary,... for at least one specific reason,01/01/2017,22.8,6051
384,Jordan,M,Education,Secondary,... for at least one specific reason,01/01/2017,32.6,6052
104,Jordan,M,Education,Higher,... if she argues with him,01/01/2017,15.7,6053
104,Jordan,M,Education,No education,... if she argues with him,01/01/2017,34,6054
104,Jordan,M,Education,Primary,... if she argues with him,01/01/2017,9.4,6055
104,Jordan,M,Education,Secondary,... if she argues with him,01/01/2017,19,6056
34,Jordan,M,Education,Higher,... if she burns the food,01/01/2017,8,6057
34,Jordan,M,Education,No education,... if she burns the food,01/01/2017,18.7,6058
34,Jordan,M,Education,Primary,... if she burns the food,01/01/2017,2.7,6059
34,Jordan,M,Education,Secondary,... if she burns the food,01/01/2017,8.9,6060
174,Jordan,M,Education,Higher,... if she goes out without telling him,01/01/2017,17.1,6061
174,Jordan,M,Education,No education,... if she goes out without telling him,01/01/2017,19.4,6062
174,Jordan,M,Education,Primary,... if she goes out without telling him,01/01/2017,15.2,6063
174,Jordan,M,Education,Secondary,... if she goes out without telling him,01/01/2017,19.7,6064
244,Jordan,M,Education,Higher,... if she neglects the children,01/01/2017,11.7,6065
244,Jordan,M,Education,No education,... if she neglects the children,01/01/2017,19.8,6066
244,Jordan,M,Education,Primary,... if she neglects the children,01/01/2017,9,6067
244,Jordan,M,Education,Secondary,... if she neglects the children,01/01/2017,14.2,6068
314,Jordan,M,Education,Higher,... if she refuses to have sex with him,01/01/2017,,6069
314,Jordan,M,Education,No education,... if she refuses to have sex with him,01/01/2017,,6070
314,Jordan,M,Education,Primary,... if she refuses to have sex with him,01/01/2017,,6071
314,Jordan,M,Education,Secondary,... if she refuses to have sex with him,01/01/2017,,6072
384,Jordan,M,Employment,Employed for cash,... for at least one specific reason,01/01/2017,,6073
384,Jordan,M,Employment,Employed for kind,... for at least one specific reason,01/01/2017,28.3,6074
384,Jordan,M,Employment,Unemployed,... for at least one specific reason,01/01/2017,32.7,6075
104,Jordan,M,Employment,Employed for cash,... if she argues with him,01/01/2017,,6076
104,Jordan,M,Employment,Employed for kind,... if she argues with him,01/01/2017,15.8,6077
104,Jordan,M,Employment,Unemployed,... if she argues with him,01/01/2017,19.7,6078
34,Jordan,M,Employment,Employed for cash,... if she burns the food,01/01/2017,,6079
34,Jordan,M,Employment,Employed for kind,... if she burns the food,01/01/2017,5.3,6080
34,Jordan,M,Employment,Unemployed,... if she burns the food,01/01/2017,12.2,6081
174,Jordan,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,,6082
174,Jordan,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,17,6083
174,Jordan,M,Employment,Unemployed,... if she goes out without telling him,01/01/2017,20.5,6084
244,Jordan,M,Employment,Employed for cash,... if she neglects the children,01/01/2017,,6085
244,Jordan,M,Employment,Employed for kind,... if she neglects the children,01/01/2017,10.8,6086
244,Jordan,M,Employment,Unemployed,... if she neglects the children,01/01/2017,16.1,6087
314,Jordan,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,,6088
314,Jordan,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,,6089
314,Jordan,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,,6090
384,Jordan,M,Marital status,Married or living together,... for at least one specific reason,01/01/2017,26.2,6091
384,Jordan,M,Marital status,Never married,... for at least one specific reason,01/01/2017,33,6092
384,Jordan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,34.3,6093
104,Jordan,M,Marital status,Married or living together,... if she argues with him,01/01/2017,14.7,6094
104,Jordan,M,Marital status,Never married,... if she argues with him,01/01/2017,19.5,6095
104,Jordan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,21.4,6096
34,Jordan,M,Marital status,Married or living together,... if she burns the food,01/01/2017,4.7,6097
34,Jordan,M,Marital status,Never married,... if she burns the food,01/01/2017,10.9,6098
34,Jordan,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,8,6099
174,Jordan,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,14.9,6100
174,Jordan,M,Marital status,Never married,... if she goes out without telling him,01/01/2017,21,6101
174,Jordan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,19.7,6102
244,Jordan,M,Marital status,Married or living together,... if she neglects the children,01/01/2017,9.8,6103
244,Jordan,M,Marital status,Never married,... if she neglects the children,01/01/2017,15.4,6104
244,Jordan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,17.2,6105
314,Jordan,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,,6106
