RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,HDI
30,Haiti,M,Age,25-34,... if she burns the food,01/01/2016,1.3,170
30,Haiti,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2016,1.3,170
30,Haiti,M,Employment,Employed for cash,... if she burns the food,01/01/2016,1.4,170
30,Haiti,M,Education,Secondary,... if she burns the food,01/01/2016,1.6,170
30,Haiti,M,Residence,Urban,... if she burns the food,01/01/2016,1.6,170
30,Haiti,M,Education,No education,... if she burns the food,01/01/2016,1.7,170
30,Haiti,M,Residence,Rural,... if she burns the food,01/01/2016,1.9,170
30,Haiti,M,Marital status,Never married,... if she burns the food,01/01/2016,2.3,170
30,Haiti,M,Age,15-24,... if she burns the food,01/01/2016,2.6,170
30,Haiti,M,Education,Primary,... if she burns the food,01/01/2016,2.6,170
30,Haiti,M,Employment,Unemployed,... if she burns the food,01/01/2016,2.9,170
380,Haiti,F,Age,15-24,... for at least one specific reason,01/01/2016,19.3,170
380,Haiti,F,Age,25-34,... for at least one specific reason,01/01/2016,14.2,170
380,Haiti,F,Age,35-49,... for at least one specific reason,01/01/2016,15.1,170
100,Haiti,F,Age,15-24,... if she argues with him,01/01/2016,2.7,170
100,Haiti,F,Age,25-34,... if she argues with him,01/01/2016,2.2,170
100,Haiti,F,Age,35-49,... if she argues with him,01/01/2016,2.5,170
170,Haiti,F,Age,15-24,... if she goes out without telling him,01/01/2016,12.6,170
170,Haiti,F,Age,25-34,... if she goes out without telling him,01/01/2016,10.1,170
170,Haiti,F,Age,35-49,... if she goes out without telling him,01/01/2016,10.2,170
240,Haiti,F,Age,15-24,... if she neglects the children,01/01/2016,12.4,170
240,Haiti,F,Age,25-34,... if she neglects the children,01/01/2016,8.3,170
240,Haiti,F,Age,35-49,... if she neglects the children,01/01/2016,8.5,170
310,Haiti,F,Age,15-24,... if she refuses to have sex with him,01/01/2016,4.7,170
310,Haiti,F,Age,25-34,... if she refuses to have sex with him,01/01/2016,4.1,170
310,Haiti,F,Age,35-49,... if she refuses to have sex with him,01/01/2016,5.5,170
380,Haiti,F,Education,Higher,... for at least one specific reason,01/01/2016,1.9,170
380,Haiti,F,Education,No education,... for at least one specific reason,01/01/2016,22.5,170
380,Haiti,F,Education,Primary,... for at least one specific reason,01/01/2016,22.4,170
380,Haiti,F,Education,Secondary,... for at least one specific reason,01/01/2016,13.6,170
100,Haiti,F,Education,Higher,... if she argues with him,01/01/2016,0.1,170
100,Haiti,F,Education,No education,... if she argues with him,01/01/2016,4.4,170
100,Haiti,F,Education,Primary,... if she argues with him,01/01/2016,3.7,170
100,Haiti,F,Education,Secondary,... if she argues with him,01/01/2016,1.6,170
170,Haiti,F,Education,Higher,... if she goes out without telling him,01/01/2016,0.7,170
170,Haiti,F,Education,No education,... if she goes out without telling him,01/01/2016,15.6,170
170,Haiti,F,Education,Primary,... if she goes out without telling him,01/01/2016,16.5,170
170,Haiti,F,Education,Secondary,... if she goes out without telling him,01/01/2016,8.2,170
240,Haiti,F,Education,Higher,... if she neglects the children,01/01/2016,1.2,170
240,Haiti,F,Education,No education,... if she neglects the children,01/01/2016,13.1,170
240,Haiti,F,Education,Primary,... if she neglects the children,01/01/2016,13.9,170
240,Haiti,F,Education,Secondary,... if she neglects the children,01/01/2016,8.3,170
310,Haiti,F,Education,Higher,... if she refuses to have sex with him,01/01/2016,0.2,170
310,Haiti,F,Education,No education,... if she refuses to have sex with him,01/01/2016,9.8,170
310,Haiti,F,Education,Primary,... if she refuses to have sex with him,01/01/2016,6.9,170
310,Haiti,F,Education,Secondary,... if she refuses to have sex with him,01/01/2016,2.8,170
380,Haiti,F,Employment,Employed for cash,... for at least one specific reason,01/01/2016,15.5,170
380,Haiti,F,Employment,Employed for kind,... for at least one specific reason,01/01/2016,16.4,170
380,Haiti,F,Employment,Unemployed,... for at least one specific reason,01/01/2016,17.9,170
100,Haiti,F,Employment,Employed for cash,... if she argues with him,01/01/2016,2.4,170
100,Haiti,F,Employment,Employed for kind,... if she argues with him,01/01/2016,3.9,170
100,Haiti,F,Employment,Unemployed,... if she argues with him,01/01/2016,2.6,170
170,Haiti,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2016,11,170
170,Haiti,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2016,8.2,170
170,Haiti,F,Employment,Unemployed,... if she goes out without telling him,01/01/2016,11.4,170
240,Haiti,F,Employment,Employed for cash,... if she neglects the children,01/01/2016,9.2,170
240,Haiti,F,Employment,Employed for kind,... if she neglects the children,01/01/2016,8.6,170
240,Haiti,F,Employment,Unemployed,... if she neglects the children,01/01/2016,11.3,170
310,Haiti,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2016,4.6,170
310,Haiti,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2016,6.3,170
310,Haiti,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2016,4.9,170
380,Haiti,F,Marital status,Married or living together,... for at least one specific reason,01/01/2016,16.1,170
380,Haiti,F,Marital status,Never married,... for at least one specific reason,01/01/2016,17,170
380,Haiti,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2016,17.6,170
100,Haiti,F,Marital status,Married or living together,... if she argues with him,01/01/2016,2.7,170
100,Haiti,F,Marital status,Never married,... if she argues with him,01/01/2016,2.3,170
100,Haiti,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2016,2.2,170
170,Haiti,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2016,11.7,170
170,Haiti,F,Marital status,Never married,... if she goes out without telling him,01/01/2016,10.5,170
170,Haiti,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2016,11.1,170
240,Haiti,F,Marital status,Married or living together,... if she neglects the children,01/01/2016,9.4,170
240,Haiti,F,Marital status,Never married,... if she neglects the children,01/01/2016,11.1,170
240,Haiti,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2016,9.6,170
310,Haiti,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2016,5,170
310,Haiti,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2016,4.3,170
310,Haiti,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2016,5.7,170
380,Haiti,F,Residence,Rural,... for at least one specific reason,01/01/2016,19.4,170
380,Haiti,F,Residence,Urban,... for at least one specific reason,01/01/2016,13.4,170
100,Haiti,F,Residence,Rural,... if she argues with him,01/01/2016,3.1,170
100,Haiti,F,Residence,Urban,... if she argues with him,01/01/2016,1.8,170
170,Haiti,F,Residence,Rural,... if she goes out without telling him,01/01/2016,13.7,170
170,Haiti,F,Residence,Urban,... if she goes out without telling him,01/01/2016,8.2,170
240,Haiti,F,Residence,Rural,... if she neglects the children,01/01/2016,11.7,170
240,Haiti,F,Residence,Urban,... if she neglects the children,01/01/2016,8.2,170
310,Haiti,F,Residence,Rural,... if she refuses to have sex with him,01/01/2016,6.4,170
310,Haiti,F,Residence,Urban,... if she refuses to have sex with him,01/01/2016,2.9,170
380,Haiti,M,Age,15-24,... for at least one specific reason,01/01/2016,14.1,170
380,Haiti,M,Age,25-34,... for at least one specific reason,01/01/2016,9.1,170
380,Haiti,M,Age,35-49,... for at least one specific reason,01/01/2016,7.3,170
100,Haiti,M,Age,15-24,... if she argues with him,01/01/2016,2.2,170
100,Haiti,M,Age,25-34,... if she argues with him,01/01/2016,1.4,170
100,Haiti,M,Age,35-49,... if she argues with him,01/01/2016,0.8,170
170,Haiti,M,Age,15-24,... if she goes out without telling him,01/01/2016,8.2,170
170,Haiti,M,Age,25-34,... if she goes out without telling him,01/01/2016,6.3,170
170,Haiti,M,Age,35-49,... if she goes out without telling him,01/01/2016,5.1,170
240,Haiti,M,Age,15-24,... if she neglects the children,01/01/2016,8.9,170
240,Haiti,M,Age,25-34,... if she neglects the children,01/01/2016,4.1,170
240,Haiti,M,Age,35-49,... if she neglects the children,01/01/2016,3.6,170
310,Haiti,M,Age,15-24,... if she refuses to have sex with him,01/01/2016,3.3,170
310,Haiti,M,Age,25-34,... if she refuses to have sex with him,01/01/2016,1.8,170
310,Haiti,M,Age,35-49,... if she refuses to have sex with him,01/01/2016,1.9,170
380,Haiti,M,Education,Higher,... for at least one specific reason,01/01/2016,3.5,170
380,Haiti,M,Education,No education,... for at least one specific reason,01/01/2016,10.7,170
380,Haiti,M,Education,Primary,... for at least one specific reason,01/01/2016,15.3,170
380,Haiti,M,Education,Secondary,... for at least one specific reason,01/01/2016,9.9,170
100,Haiti,M,Education,Higher,... if she argues with him,01/01/2016,0.2,170
100,Haiti,M,Education,No education,... if she argues with him,01/01/2016,1.3,170
100,Haiti,M,Education,Primary,... if she argues with him,01/01/2016,2.9,170
100,Haiti,M,Education,Secondary,... if she argues with him,01/01/2016,1.2,170
170,Haiti,M,Education,Higher,... if she goes out without telling him,01/01/2016,1.9,170
170,Haiti,M,Education,No education,... if she goes out without telling him,01/01/2016,7.6,170
170,Haiti,M,Education,Primary,... if she goes out without telling him,01/01/2016,10.1,170
170,Haiti,M,Education,Secondary,... if she goes out without telling him,01/01/2016,5.8,170
240,Haiti,M,Education,Higher,... if she neglects the children,01/01/2016,1.8,170
240,Haiti,M,Education,No education,... if she neglects the children,01/01/2016,4.4,170
240,Haiti,M,Education,Primary,... if she neglects the children,01/01/2016,8.2,170
240,Haiti,M,Education,Secondary,... if she neglects the children,01/01/2016,6,170
310,Haiti,M,Education,Higher,... if she refuses to have sex with him,01/01/2016,0.5,170
310,Haiti,M,Education,No education,... if she refuses to have sex with him,01/01/2016,3.2,170
310,Haiti,M,Education,Primary,... if she refuses to have sex with him,01/01/2016,4.4,170
310,Haiti,M,Education,Secondary,... if she refuses to have sex with him,01/01/2016,1.7,170
380,Haiti,M,Employment,Employed for cash,... for at least one specific reason,01/01/2016,9.8,170
380,Haiti,M,Employment,Employed for kind,... for at least one specific reason,01/01/2016,10.9,170
380,Haiti,M,Employment,Unemployed,... for at least one specific reason,01/01/2016,13.6,170
100,Haiti,M,Employment,Employed for cash,... if she argues with him,01/01/2016,1.5,170
100,Haiti,M,Employment,Employed for kind,... if she argues with him,01/01/2016,1.2,170
100,Haiti,M,Employment,Unemployed,... if she argues with him,01/01/2016,2,170
170,Haiti,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2016,6.4,170
170,Haiti,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2016,7.4,170
170,Haiti,M,Employment,Unemployed,... if she goes out without telling him,01/01/2016,7.7,170
240,Haiti,M,Employment,Employed for cash,... if she neglects the children,01/01/2016,5.2,170
240,Haiti,M,Employment,Employed for kind,... if she neglects the children,01/01/2016,4.5,170
240,Haiti,M,Employment,Unemployed,... if she neglects the children,01/01/2016,8.8,170
310,Haiti,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2016,2.1,170
310,Haiti,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2016,3,170
310,Haiti,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2016,3.4,170
380,Haiti,M,Marital status,Married or living together,... for at least one specific reason,01/01/2016,8.4,170
380,Haiti,M,Marital status,Never married,... for at least one specific reason,01/01/2016,12.4,170
380,Haiti,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2016,13.7,170
100,Haiti,M,Marital status,Married or living together,... if she argues with him,01/01/2016,1.4,170
100,Haiti,M,Marital status,Never married,... if she argues with him,01/01/2016,1.7,170
100,Haiti,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2016,1.6,170
170,Haiti,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2016,5.7,170
170,Haiti,M,Marital status,Never married,... if she goes out without telling him,01/01/2016,7.2,170
170,Haiti,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2016,10.8,170
240,Haiti,M,Marital status,Married or living together,... if she neglects the children,01/01/2016,4,170
240,Haiti,M,Marital status,Never married,... if she neglects the children,01/01/2016,7.6,170
240,Haiti,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2016,5.6,170
310,Haiti,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2016,1.9,170
310,Haiti,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2016,2.8,170
310,Haiti,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2016,3.2,170
380,Haiti,M,Residence,Rural,... for at least one specific reason,01/01/2016,10.5,170
380,Haiti,M,Residence,Urban,... for at least one specific reason,01/01/2016,11.3,170
100,Haiti,M,Residence,Rural,... if she argues with him,01/01/2016,1.4,170
100,Haiti,M,Residence,Urban,... if she argues with him,01/01/2016,1.8,170
170,Haiti,M,Residence,Rural,... if she goes out without telling him,01/01/2016,7,170
170,Haiti,M,Residence,Urban,... if she goes out without telling him,01/01/2016,6.5,170
240,Haiti,M,Residence,Rural,... if she neglects the children,01/01/2016,5.2,170
240,Haiti,M,Residence,Urban,... if she neglects the children,01/01/2016,7.2,170
310,Haiti,M,Residence,Rural,... if she refuses to have sex with him,01/01/2016,3.1,170
310,Haiti,M,Residence,Urban,... if she refuses to have sex with him,01/01/2016,1.8,170
31,Honduras,F,Education,Higher,... if she burns the food,01/01/2011,0.4,132
31,Honduras,F,Education,Secondary,... if she burns the food,01/01/2011,1.4,132
31,Honduras,F,Residence,Urban,... if she burns the food,01/01/2011,2.3,132
31,Honduras,F,Employment,Employed for cash,... if she burns the food,01/01/2011,3.6,132
31,Honduras,F,Age,25-34,... if she burns the food,01/01/2011,3.9,132
31,Honduras,F,Marital status,Married or living together,... if she burns the food,01/01/2011,4.1,132
31,Honduras,F,Age,35-49,... if she burns the food,01/01/2011,4.2,132
31,Honduras,F,Marital status,Never married,... if she burns the food,01/01/2011,4.4,132
31,Honduras,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2011,4.4,132
31,Honduras,F,Age,15-24,... if she burns the food,01/01/2011,4.5,132
31,Honduras,F,Employment,Unemployed,... if she burns the food,01/01/2011,4.8,132
31,Honduras,F,Employment,Employed for kind,... if she burns the food,01/01/2011,6.3,132
31,Honduras,F,Education,Primary,... if she burns the food,01/01/2011,6.5,132
31,Honduras,F,Residence,Rural,... if she burns the food,01/01/2011,6.6,132
31,Honduras,F,Education,No education,... if she burns the food,01/01/2011,10.8,132
31,Honduras,M,Education,Higher,... if she burns the food,01/01/2011,0.5,132
31,Honduras,M,Employment,Unemployed,... if she burns the food,01/01/2011,1.2,132
31,Honduras,M,Age,35-49,... if she burns the food,01/01/2011,1.4,132
31,Honduras,M,Education,Secondary,... if she burns the food,01/01/2011,1.5,132
31,Honduras,M,Marital status,Married or living together,... if she burns the food,01/01/2011,1.5,132
31,Honduras,M,Residence,Urban,... if she burns the food,01/01/2011,1.8,132
31,Honduras,M,Age,25-34,... if she burns the food,01/01/2011,2.7,132
31,Honduras,M,Employment,Employed for cash,... if she burns the food,01/01/2011,2.9,132
31,Honduras,M,Education,No education,... if she burns the food,01/01/2011,3.7,132
31,Honduras,M,Residence,Rural,... if she burns the food,01/01/2011,4.2,132
31,Honduras,M,Education,Primary,... if she burns the food,01/01/2011,4.3,132
31,Honduras,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2011,4.4,132
31,Honduras,M,Age,15-24,... if she burns the food,01/01/2011,4.6,132
31,Honduras,M,Marital status,Never married,... if she burns the food,01/01/2011,5,132
31,Honduras,M,Employment,Employed for kind,... if she burns the food,01/01/2011,6.5,132
381,Honduras,F,Age,15-24,... for at least one specific reason,01/01/2011,13.2,132
381,Honduras,F,Age,25-34,... for at least one specific reason,01/01/2011,11.1,132
381,Honduras,F,Age,35-49,... for at least one specific reason,01/01/2011,12.5,132
101,Honduras,F,Age,15-24,... if she argues with him,01/01/2011,5.1,132
101,Honduras,F,Age,25-34,... if she argues with him,01/01/2011,4.5,132
101,Honduras,F,Age,35-49,... if she argues with him,01/01/2011,4.8,132
171,Honduras,F,Age,15-24,... if she goes out without telling him,01/01/2011,4.5,132
171,Honduras,F,Age,25-34,... if she goes out without telling him,01/01/2011,3.9,132
171,Honduras,F,Age,35-49,... if she goes out without telling him,01/01/2011,4.6,132
241,Honduras,F,Age,15-24,... if she neglects the children,01/01/2011,10.1,132
241,Honduras,F,Age,25-34,... if she neglects the children,01/01/2011,8.8,132
241,Honduras,F,Age,35-49,... if she neglects the children,01/01/2011,9.3,132
311,Honduras,F,Age,15-24,... if she refuses to have sex with him,01/01/2011,2.3,132
311,Honduras,F,Age,25-34,... if she refuses to have sex with him,01/01/2011,2,132
311,Honduras,F,Age,35-49,... if she refuses to have sex with him,01/01/2011,2.6,132
381,Honduras,F,Education,Higher,... for at least one specific reason,01/01/2011,1.3,132
381,Honduras,F,Education,No education,... for at least one specific reason,01/01/2011,23.6,132
381,Honduras,F,Education,Primary,... for at least one specific reason,01/01/2011,17.5,132
381,Honduras,F,Education,Secondary,... for at least one specific reason,01/01/2011,6.7,132
101,Honduras,F,Education,Higher,... if she argues with him,01/01/2011,0.4,132
101,Honduras,F,Education,No education,... if she argues with him,01/01/2011,11.4,132
101,Honduras,F,Education,Primary,... if she argues with him,01/01/2011,7,132
101,Honduras,F,Education,Secondary,... if she argues with him,01/01/2011,2.2,132
171,Honduras,F,Education,Higher,... if she goes out without telling him,01/01/2011,0.3,132
171,Honduras,F,Education,No education,... if she goes out without telling him,01/01/2011,11.4,132
171,Honduras,F,Education,Primary,... if she goes out without telling him,01/01/2011,6.5,132
171,Honduras,F,Education,Secondary,... if she goes out without telling him,01/01/2011,1.5,132
241,Honduras,F,Education,Higher,... if she neglects the children,01/01/2011,1.1,132
241,Honduras,F,Education,No education,... if she neglects the children,01/01/2011,18.2,132
241,Honduras,F,Education,Primary,... if she neglects the children,01/01/2011,13.2,132
241,Honduras,F,Education,Secondary,... if she neglects the children,01/01/2011,5.5,132
311,Honduras,F,Education,Higher,... if she refuses to have sex with him,01/01/2011,0.4,132
311,Honduras,F,Education,No education,... if she refuses to have sex with him,01/01/2011,6.8,132
311,Honduras,F,Education,Primary,... if she refuses to have sex with him,01/01/2011,3.4,132
311,Honduras,F,Education,Secondary,... if she refuses to have sex with him,01/01/2011,0.9,132
381,Honduras,F,Employment,Employed for cash,... for at least one specific reason,01/01/2011,11.2,132
381,Honduras,F,Employment,Employed for kind,... for at least one specific reason,01/01/2011,17.8,132
381,Honduras,F,Employment,Unemployed,... for at least one specific reason,01/01/2011,13.1,132
101,Honduras,F,Employment,Employed for cash,... if she argues with him,01/01/2011,4,132
101,Honduras,F,Employment,Employed for kind,... if she argues with him,01/01/2011,7.3,132
101,Honduras,F,Employment,Unemployed,... if she argues with him,01/01/2011,5.5,132
171,Honduras,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2011,3.7,132
171,Honduras,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2011,6.9,132
171,Honduras,F,Employment,Unemployed,... if she goes out without telling him,01/01/2011,4.7,132
241,Honduras,F,Employment,Employed for cash,... if she neglects the children,01/01/2011,8.7,132
241,Honduras,F,Employment,Employed for kind,... if she neglects the children,01/01/2011,14.1,132
241,Honduras,F,Employment,Unemployed,... if she neglects the children,01/01/2011,9.8,132
311,Honduras,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2011,2.1,132
311,Honduras,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2011,3.8,132
311,Honduras,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2011,2.5,132
381,Honduras,F,Marital status,Married or living together,... for at least one specific reason,01/01/2011,12.6,132
381,Honduras,F,Marital status,Never married,... for at least one specific reason,01/01/2011,11.5,132
381,Honduras,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2011,13.2,132
101,Honduras,F,Marital status,Married or living together,... if she argues with him,01/01/2011,5,132
101,Honduras,F,Marital status,Never married,... if she argues with him,01/01/2011,4.5,132
101,Honduras,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2011,4.9,132
171,Honduras,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2011,4.5,132
171,Honduras,F,Marital status,Never married,... if she goes out without telling him,01/01/2011,4.1,132
171,Honduras,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2011,4.2,132
241,Honduras,F,Marital status,Married or living together,... if she neglects the children,01/01/2011,9.5,132
241,Honduras,F,Marital status,Never married,... if she neglects the children,01/01/2011,8.8,132
241,Honduras,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2011,10.6,132
311,Honduras,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2011,2.4,132
311,Honduras,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2011,2.5,132
311,Honduras,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2011,1.8,132
381,Honduras,F,Residence,Rural,... for at least one specific reason,01/01/2011,16.7,132
381,Honduras,F,Residence,Urban,... for at least one specific reason,01/01/2011,8.6,132
101,Honduras,F,Residence,Rural,... if she argues with him,01/01/2011,7,132
101,Honduras,F,Residence,Urban,... if she argues with him,01/01/2011,3,132
171,Honduras,F,Residence,Rural,... if she goes out without telling him,01/01/2011,6.6,132
171,Honduras,F,Residence,Urban,... if she goes out without telling him,01/01/2011,2.4,132
241,Honduras,F,Residence,Rural,... if she neglects the children,01/01/2011,12.7,132
241,Honduras,F,Residence,Urban,... if she neglects the children,01/01/2011,6.7,132
311,Honduras,F,Residence,Rural,... if she refuses to have sex with him,01/01/2011,3.4,132
311,Honduras,F,Residence,Urban,... if she refuses to have sex with him,01/01/2011,1.4,132
381,Honduras,M,Age,15-24,... for at least one specific reason,01/01/2011,13.6,132
381,Honduras,M,Age,25-34,... for at least one specific reason,01/01/2011,7.8,132
381,Honduras,M,Age,35-49,... for at least one specific reason,01/01/2011,6.9,132
101,Honduras,M,Age,15-24,... if she argues with him,01/01/2011,6,132
101,Honduras,M,Age,25-34,... if she argues with him,01/01/2011,2.7,132
101,Honduras,M,Age,35-49,... if she argues with him,01/01/2011,2.9,132
171,Honduras,M,Age,15-24,... if she goes out without telling him,01/01/2011,4.3,132
171,Honduras,M,Age,25-34,... if she goes out without telling him,01/01/2011,2.4,132
171,Honduras,M,Age,35-49,... if she goes out without telling him,01/01/2011,2,132
241,Honduras,M,Age,15-24,... if she neglects the children,01/01/2011,10.2,132
241,Honduras,M,Age,25-34,... if she neglects the children,01/01/2011,4.8,132
241,Honduras,M,Age,35-49,... if she neglects the children,01/01/2011,5.4,132
311,Honduras,M,Age,15-24,... if she refuses to have sex with him,01/01/2011,4.1,132
311,Honduras,M,Age,25-34,... if she refuses to have sex with him,01/01/2011,1.5,132
311,Honduras,M,Age,35-49,... if she refuses to have sex with him,01/01/2011,1.1,132
381,Honduras,M,Education,Higher,... for at least one specific reason,01/01/2011,1.2,132
381,Honduras,M,Education,No education,... for at least one specific reason,01/01/2011,14.6,132
381,Honduras,M,Education,Primary,... for at least one specific reason,01/01/2011,12.3,132
381,Honduras,M,Education,Secondary,... for at least one specific reason,01/01/2011,7.3,132
101,Honduras,M,Education,Higher,... if she argues with him,01/01/2011,0.4,132
101,Honduras,M,Education,No education,... if she argues with him,01/01/2011,4.3,132
101,Honduras,M,Education,Primary,... if she argues with him,01/01/2011,5.1,132
101,Honduras,M,Education,Secondary,... if she argues with him,01/01/2011,3.2,132
171,Honduras,M,Education,Higher,... if she goes out without telling him,01/01/2011,0.3,132
171,Honduras,M,Education,No education,... if she goes out without telling him,01/01/2011,4.6,132
171,Honduras,M,Education,Primary,... if she goes out without telling him,01/01/2011,3.9,132
171,Honduras,M,Education,Secondary,... if she goes out without telling him,01/01/2011,1.9,132
241,Honduras,M,Education,Higher,... if she neglects the children,01/01/2011,0.8,132
241,Honduras,M,Education,No education,... if she neglects the children,01/01/2011,12.2,132
241,Honduras,M,Education,Primary,... if she neglects the children,01/01/2011,8.9,132
241,Honduras,M,Education,Secondary,... if she neglects the children,01/01/2011,5.1,132
311,Honduras,M,Education,Higher,... if she refuses to have sex with him,01/01/2011,0.4,132
311,Honduras,M,Education,No education,... if she refuses to have sex with him,01/01/2011,4.2,132
311,Honduras,M,Education,Primary,... if she refuses to have sex with him,01/01/2011,3.4,132
311,Honduras,M,Education,Secondary,... if she refuses to have sex with him,01/01/2011,1,132
381,Honduras,M,Employment,Employed for cash,... for at least one specific reason,01/01/2011,9.7,132
381,Honduras,M,Employment,Employed for kind,... for at least one specific reason,01/01/2011,14.9,132
381,Honduras,M,Employment,Unemployed,... for at least one specific reason,01/01/2011,6.4,132
101,Honduras,M,Employment,Employed for cash,... if she argues with him,01/01/2011,4,132
101,Honduras,M,Employment,Employed for kind,... if she argues with him,01/01/2011,6.9,132
101,Honduras,M,Employment,Unemployed,... if she argues with him,01/01/2011,2.1,132
171,Honduras,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2011,2.9,132
171,Honduras,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2011,6.8,132
171,Honduras,M,Employment,Unemployed,... if she goes out without telling him,01/01/2011,0.8,132
241,Honduras,M,Employment,Employed for cash,... if she neglects the children,01/01/2011,7,132
241,Honduras,M,Employment,Employed for kind,... if she neglects the children,01/01/2011,11.3,132
241,Honduras,M,Employment,Unemployed,... if she neglects the children,01/01/2011,4.9,132
311,Honduras,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2011,2.4,132
311,Honduras,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2011,4.1,132
311,Honduras,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2011,0.7,132
381,Honduras,M,Marital status,Married or living together,... for at least one specific reason,01/01/2011,6.6,132
381,Honduras,M,Marital status,Never married,... for at least one specific reason,01/01/2011,13.4,132
381,Honduras,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2011,15.4,132
101,Honduras,M,Marital status,Married or living together,... if she argues with him,01/01/2011,2.9,132
101,Honduras,M,Marital status,Never married,... if she argues with him,01/01/2011,5.3,132
101,Honduras,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2011,6,132
171,Honduras,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2011,2,132
171,Honduras,M,Marital status,Never married,... if she goes out without telling him,01/01/2011,4.2,132
171,Honduras,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2011,4.3,132
241,Honduras,M,Marital status,Married or living together,... if she neglects the children,01/01/2011,4.5,132
241,Honduras,M,Marital status,Never married,... if she neglects the children,01/01/2011,10.3,132
241,Honduras,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2011,11,132
311,Honduras,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2011,1.4,132
311,Honduras,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2011,3.8,132
311,Honduras,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2011,3.1,132
381,Honduras,M,Residence,Rural,... for at least one specific reason,01/01/2011,11.9,132
381,Honduras,M,Residence,Urban,... for at least one specific reason,01/01/2011,7.8,132
101,Honduras,M,Residence,Rural,... if she argues with him,01/01/2011,4.8,132
101,Honduras,M,Residence,Urban,... if she argues with him,01/01/2011,3.3,132
171,Honduras,M,Residence,Rural,... if she goes out without telling him,01/01/2011,4.1,132
171,Honduras,M,Residence,Urban,... if she goes out without telling him,01/01/2011,2,132
241,Honduras,M,Residence,Rural,... if she neglects the children,01/01/2011,8.9,132
241,Honduras,M,Residence,Urban,... if she neglects the children,01/01/2011,5.4,132
311,Honduras,M,Residence,Rural,... if she refuses to have sex with him,01/01/2011,3,132
311,Honduras,M,Residence,Urban,... if she refuses to have sex with him,01/01/2011,1.8,132
32,India,F,Education,Higher,... if she burns the food,01/01/2015,11.4,131
