rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
3,Geometry Dash Lite,6894310,100.0 M,4.27,0.4,0.8,0,GAME ARCADE,4760684,819476,429111,182500,702537,FALSE
4,Zombie Tsunami,5855907,100.0 M,4.36,0.4,0.9,0,GAME ARCADE,4238921,620119,344542,159661,492662,FALSE
5,Angry Birds Classic,5683301,100.0 M,4.46,0,0,0,GAME ARCADE,4258293,633610,317140,102645,371610,FALSE
6,Fruit Ninja®,5347039,100.0 M,4.29,0.2,0.3,0,GAME ARCADE,3739784,586703,353955,147112,519483,FALSE
7,Sonic Dash - Endless Running & Racing Game,5324391,100.0 M,4.57,0.7,1.5,0,GAME ARCADE,4215861,540051,215404,87304,265769,FALSE
8,Jetpack Joyride,4908222,100.0 M,4.47,0.1,0.2,0,GAME ARCADE,3674764,565801,269632,91959,306063,FALSE
9,Temple Run,4744985,500.0 M,4.08,0.6,1.3,0,GAME ARCADE,3113811,440122,318588,203728,668734,FALSE
10,Smash Hit,4570599,100.0 M,4.46,0.2,0.4,0,GAME ARCADE,3383684,557498,256899,93076,279439,FALSE
11,Cooking Fever,4509959,100.0 M,4.32,0.6,1.4,0,GAME ARCADE,3162077,535233,288165,140773,383708,FALSE
12,Minecraft,3999232,10.0 M,4.54,1.4,2.8,7.49,GAME ARCADE,3214765,312995,138682,70661,262126,TRUE
13,Vector,3380525,100.0 M,4.3,0.3,0.6,0,GAME ARCADE,2400095,353590,200706,94884,331247,FALSE
14,Granny,3195259,100.0 M,4.28,1.5,3.2,0,GAME ARCADE,2320047,273118,150510,92447,359134,FALSE
15,DragonFlight,2871537,10.0 M,4.24,0,0,0,GAME ARCADE,1804118,477658,288402,88729,212627,FALSE
16,Red Ball 4,2292938,100.0 M,4.43,1334.9,2.9,0,GAME ARCADE,1761515,198335,91692,49180,192215,FALSE
17,Block Craft 3D: Building Simulator Games For Free,2074061,100.0 M,4.2,2,4.3,0,GAME ARCADE,1446547,184093,111238,69112,263070,FALSE
18,Minecraft Trial,2059766,100.0 M,4.03,3.9,8.9,0,GAME ARCADE,1350585,180474,112837,75158,340709,FALSE
19,Cooking Madness - A Chef's Restaurant Games,2025748,100.0 M,4.6,1.4,3.2,0,GAME ARCADE,1648386,172565,73905,33852,97037,FALSE
20,Galaxy Attack: Alien Shooter,1935595,100.0 M,4.47,1.4,3,0,GAME ARCADE,1496625,169241,88411,44145,137170,FALSE
21,Blockman Go,1900342,50.0 M,4.45,3.9,8.6,0,GAME ARCADE,1494493,136585,64484,35327,169450,FALSE
22,Paper.io 2,1896448,100.0 M,3.94,0.6,1.9,0,GAME ARCADE,1116247,240664,151166,86215,302154,FALSE
23,Angry Birds Transformers,1892426,50.0 M,4.56,0.2,0.5,0,GAME ARCADE,1507018,177392,71510,30681,105821,FALSE
24,Hungry Shark World,1810956,100.0 M,4.45,0.8,1.5,0,GAME ARCADE,1357022,198527,92350,42783,120271,FALSE
25,Glow Hockey,1790671,100.0 M,4.16,0.1,0.2,0,GAME ARCADE,1173378,202700,146513,58481,209596,FALSE
26,Geometry Dash Meltdown,1722543,50.0 M,4.46,0.3,0.7,0,GAME ARCADE,1299263,184269,91635,32702,114671,FALSE
27,Angry Birds Seasons,1679883,100.0 M,4.46,0,0,0,GAME ARCADE,1243088,203499,96034,40038,97223,FALSE
28,윈드러너,1580856,10.0 M,3.95,0,0,0,GAME ARCADE,944862,181766,136424,69131,248670,FALSE
29,Crowd City,1542149,100.0 M,4.19,0.9,2.3,0,GAME ARCADE,1053541,154097,93873,56003,184632,FALSE
30,Brothers in Arms® 3,1453883,10.0 M,4.3,0.2,0.4,0,GAME ARCADE,1012546,179911,87761,37253,136410,FALSE
31,Tank Stars,1422370,100.0 M,4.08,1.9,3.9,0,GAME ARCADE,934698,134776,88203,55939,208751,FALSE
32,Rise Up,1324747,100.0 M,3.78,0.4,1,0,GAME ARCADE,701113,166187,145938,82759,228748,FALSE
33,Join Clash 3D,1307348,100.0 M,4.07,21.6,67.5,0,GAME ARCADE,828213,138318,112202,56796,171818,FALSE
34,Payback 2 - The Battle Sandbox,1266480,100.0 M,4.4,2.7,5.6,0,GAME ARCADE,956576,113172,55695,30242,110792,FALSE
35,Angry Birds Space,1254488,100.0 M,4.43,0.2,0.3,0,GAME ARCADE,921296,142403,80546,32192,78048,FALSE
36,Skater Boy,1213324,100.0 M,4.4,0.1,0.2,0,GAME ARCADE,913605,102146,67172,27563,102835,FALSE
37,Ant Smasher,1205183,100.0 M,4.07,0,0.1,0,GAME ARCADE,770908,126156,97219,38195,172701,FALSE
38,Partymasters - Fun Idle Game,1184991,50.0 M,4,0.2,0.3,0,GAME ARCADE,774924,93335,67591,42018,207121,FALSE
39,Tap Tap Dash,1148773,50.0 M,4.25,0.2,0.5,0,GAME ARCADE,769162,151810,83475,36388,107936,FALSE
40,101-in-1 Games,1135652,10.0 M,4.5,0,0.1,0,GAME ARCADE,793834,207268,80919,13969,39659,FALSE
41,Doodle Jump,1131106,50.0 M,4.43,0.1,0.2,0,GAME ARCADE,830403,135199,64265,23174,78062,FALSE
42,Hole.io,1092786,100.0 M,4.04,0.6,1.6,0,GAME ARCADE,677916,137400,76010,45664,155793,FALSE
43,Zombie Roadkill 3D,1080391,50.0 M,4.25,0.4,0.7,0,GAME ARCADE,744528,117072,73852,36326,108610,FALSE
44,Lep's World 2 🍀🍀,1067930,100.0 M,4.33,0.6,1.3,0,GAME ARCADE,790448,85451,53289,32351,106389,FALSE
45,Rider,1062728,50.0 M,3.96,0.9,2.1,0,GAME ARCADE,619359,142736,94505,49800,156326,FALSE
46,Lep's World 🍀,1053975,100.0 M,4.4,1.3,2.7,0,GAME ARCADE,804810,81852,47679,27860,91772,FALSE
47,Angry Birds Friends,1045888,100.0 M,4.19,0.9,2,0,GAME ARCADE,707099,115037,66960,33899,122890,FALSE
48,Dan the Man: Action Platformer,1038482,10.0 M,4.62,3.5,6.1,0,GAME ARCADE,852131,89639,32908,14214,49587,FALSE
49,Rail Rush,1035091,50.0 M,4.42,0.2,0.4,0,GAME ARCADE,771054,104754,59370,24069,75842,FALSE
50,Geometry Dash World,1022586,50.0 M,4.36,0.8,1.8,0,GAME ARCADE,739849,113379,57603,24568,87183,FALSE
51,Lep's World 3 🍀🍀🍀,978941,50.0 M,4.39,0.6,1.2,0,GAME ARCADE,737202,83699,47744,26834,83459,FALSE
52,Knife Hit,930780,100.0 M,4.29,1.4,2.6,0,GAME ARCADE,661142,90062,59535,31155,88884,FALSE
53,Zombie Smasher,924263,50.0 M,4.41,0.1,0.2,0,GAME ARCADE,670950,107406,61188,20349,64368,FALSE
54,Cookie Run: OvenBreak - Endless Running Platformer,870863,10.0 M,4.4,0.8,2.3,0,GAME ARCADE,650474,86021,42019,19410,72938,FALSE
55,PAC-MAN,853988,100.0 M,3.95,0.3,0.5,0,GAME ARCADE,513457,98544,66342,39913,135730,FALSE
56,Stack Ball - Blast through platforms,836895,100.0 M,4.14,4.2,8.7,0,GAME ARCADE,559097,81673,57819,34553,103751,FALSE
57,Stickman Party: 1 2 3 4 Player Games Free,828194,50.0 M,4.41,8,18.1,0,GAME ARCADE,641630,57704,32799,20129,75929,FALSE
58,Subway Princess Runner,785744,100.0 M,4.13,5.3,12.1,0,GAME ARCADE,536913,64388,44758,31691,107992,FALSE
59,Multiplayer for Minecraft PE - MCPE Servers,785634,10.0 M,3.95,0.6,1.4,0,GAME ARCADE,519219,44419,40672,27978,153344,FALSE
60,Vector 2,783346,50.0 M,4.21,0.4,0.8,0,GAME ARCADE,532777,79244,56302,30912,84108,FALSE
61,1945 airforce - Free arcade shooting games,771705,50.0 M,4.53,8.1,17.3,0,GAME ARCADE,570768,110631,47089,14176,29038,FALSE
62,Geometry Dash,767518,1.0 M,4.62,0.6,1.2,1.99,GAME ARCADE,623950,73997,25169,9705,34694,TRUE
63,Jewels Switch,751905,10.0 M,4.65,0,0.1,0,GAME ARCADE,602986,86561,31527,9119,21710,FALSE
64,Granny: Chapter Two,714303,50.0 M,4.34,4.5,9.6,0,GAME ARCADE,533521,57462,30996,18941,73380,FALSE
65,Stick Hero,690408,10.0 M,4.26,0,0,0,GAME ARCADE,457063,98278,54702,19323,61040,FALSE
66,Zombie High School,684029,10.0 M,3.99,0,0.1,0,GAME ARCADE,403782,94046,58979,27439,99781,FALSE
67,Stupid Zombies,680833,50.0 M,4.19,0.8,1.6,0,GAME ARCADE,452995,76508,50755,25712,74859,FALSE
68,Sky Whale,658778,10.0 M,4.36,0.2,0.4,0,GAME ARCADE,482649,62720,37136,17205,59065,FALSE
69,LokiCraft,612880,50.0 M,4.11,9.8,23.2,0,GAME ARCADE,412006,57421,32365,20471,90613,FALSE
70,Draw it,607891,50.0 M,3.93,0.9,2.3,0,GAME ARCADE,345285,85882,56078,32737,87907,FALSE
71,Fernanfloo,607415,10.0 M,4.64,0.2,0.6,0,GAME ARCADE,518005,33306,15855,7728,32518,FALSE
72,Sky Roller,606058,100.0 M,4.28,1.9,4.7,0,GAME ARCADE,430289,62631,29278,19002,64857,FALSE
73,Geometry Dash SubZero,597177,50.0 M,4.49,2.1,4.6,0,GAME ARCADE,461516,57677,26461,10521,41000,FALSE
74,Space shooter - Galaxy attack - Galaxy shooter,594320,50.0 M,4.63,4.8,10.3,0,GAME ARCADE,500552,37679,17503,9114,29470,FALSE
75,Cartoon Wars,588773,10.0 M,4.03,0,0,0,GAME ARCADE,377160,58374,42190,17641,93406,FALSE
76,Run,580160,10.0 M,4.54,0.2,0.4,0,GAME ARCADE,450545,63282,26052,9697,30581,FALSE
77,Snake VS Block,571894,50.0 M,4.01,0.1,0.3,0,GAME ARCADE,324049,96083,55078,27180,69501,FALSE
78,Zombie World War,560947,10.0 M,4.21,0,0,0,GAME ARCADE,343285,94364,61079,20066,42150,FALSE
79,My Boy! Free - GBA Emulator,553085,10.0 M,4.4,0.4,0.7,0,GAME ARCADE,417161,51029,24360,9592,50939,FALSE
80,Daddy Long Legs,531922,10.0 M,4.28,0,0.1,0,GAME ARCADE,353551,83290,33656,15378,46044,FALSE
81,Burrito Bison: Launcha Libre,528633,10.0 M,4.69,1.1,2.4,0,GAME ARCADE,434295,55719,18969,6103,13545,FALSE
82,Bricks Ball Crusher,502155,10.0 M,4.4,3.2,7,0,GAME ARCADE,378387,43851,25859,11740,42316,FALSE
83,Stickman Hook,500782,50.0 M,3.97,0.8,1.7,0,GAME ARCADE,284229,73671,51337,25788,65755,FALSE
84,Falcon Squad: Galaxy Attack - Free shooting games,494463,50.0 M,4.54,1.2,2.3,0,GAME ARCADE,394660,41775,18966,9143,29916,FALSE
85,Jewels Legend - Match 3 Puzzle,493289,10.0 M,4.63,859.3,1.2,0,GAME ARCADE,397005,52853,19376,6405,17647,FALSE
86,Evil Nun : Scary Horror Game Adventure,479556,10.0 M,4.38,1.8,4.2,0,GAME ARCADE,365442,36401,18912,11536,47261,FALSE
87,BBTAN by 111%,476489,10.0 M,4.33,0,0.1,0,GAME ARCADE,330135,64298,32019,11508,38527,FALSE
88,Prize Claw,473037,50.0 M,4.04,0.1,0.1,0,GAME ARCADE,296581,49238,44288,17779,65148,FALSE
89,Monster Dash,466001,10.0 M,4.4,0,0.1,0,GAME ARCADE,341438,51488,28267,8847,35958,FALSE
90,Polysphere - art of puzzle,462728,50.0 M,3.84,0.2,0.4,0,GAME ARCADE,253101,61198,44358,28292,75776,FALSE
91,Ball Blast,461521,10.0 M,4.25,1.2,2.5,0,GAME ARCADE,312383,61234,27577,13638,46687,FALSE
92,Will Hero,460768,10.0 M,4.2,0.8,2,0,GAME ARCADE,310141,53367,29556,12688,55013,FALSE
93,Duet,459075,10.0 M,4.62,0.2,0.4,0,GAME ARCADE,369343,47744,17674,6328,17984,FALSE
94,Tigerball,451660,10.0 M,4.29,0.2,0.3,0,GAME ARCADE,300896,68275,33278,12973,36235,FALSE
95,Infinite Stairs,447351,10.0 M,4.13,1.1,2.3,0,GAME ARCADE,294043,51149,27853,12672,61632,FALSE
96,Sky Force 2014,446214,10.0 M,4.5,0.1,0.2,0,GAME ARCADE,332108,57547,25741,8980,21836,FALSE
97,Human Evolution Clicker: Tap and Evolve Life Forms,444563,10.0 M,4.02,0.4,0.9,0,GAME ARCADE,267057,57315,40846,22798,56545,FALSE
98,Slendrina:The Cellar (Free),443280,10.0 M,4.15,0.6,1.3,0,GAME ARCADE,305278,36305,24626,15697,61371,FALSE
99,Run Sausage Run!,443069,100.0 M,3.92,0.9,1.9,0,GAME ARCADE,266158,45126,35593,22503,73687,FALSE
100,Tank Hero,437588,10.0 M,4.34,0.1,0.2,0,GAME ARCADE,308926,54591,26725,10594,36750,FALSE
1,Ludo King™,7048207,500.0 M,4.28,1.9,3.5,0,GAME BOARD,5000168,740371,358940,193765,754961,FALSE
2,Happy Color™ – Color by Number. Coloring games.,2445882,100.0 M,4.6,1.7,3.8,0,GAME BOARD,1876001,349423,103995,36259,80201,FALSE
3,101 Yüzbir Okey Plus,2418516,10.0 M,4.15,0.2,0.5,0,GAME BOARD,1761313,126260,77314,40827,412800,FALSE
4,Parchisi STAR Online,2063204,50.0 M,4.32,1.7,3.3,0,GAME BOARD,1525492,174590,91167,46972,224980,FALSE
5,모두의마블,1596758,10.0 M,3.16,0,0,0,GAME BOARD,666378,138474,141241,89312,561350,FALSE
6,Chess Free,1582025,50.0 M,4.48,0.3,0.7,0,GAME BOARD,1105647,298621,79524,25482,72749,FALSE
7,Chess,1514642,100.0 M,4.36,2.4,5,0,GAME BOARD,1060550,206896,93112,38989,115093,FALSE
8,Okey Plus,1242490,10.0 M,4.36,0.1,0.2,0,GAME BOARD,965860,69309,40832,16780,149706,FALSE
9,Paint By Number - Coloring Book & Color by Number,1219836,100.0 M,4.51,3,6.1,0,GAME BOARD,944530,124068,54027,25310,71898,FALSE
10,Ludo Club - Fun Dice Game,1208628,50.0 M,4.31,2.4,5,0,GAME BOARD,884572,108121,53324,27010,135599,FALSE
11,Higgs Domino Island-Gaple QiuQiu Poker Game Online,1021929,10.0 M,4.05,7.5,16.5,0,GAME BOARD,716387,50974,38039,25526,191001,FALSE
12,Dominoes,998776,50.0 M,4.61,4,9.7,0,GAME BOARD,780172,135100,31645,13616,38240,FALSE
13,Checkers,928025,50.0 M,4.43,1.7,3.3,0,GAME BOARD,673962,122577,49476,19674,62333,FALSE
14,Bingo Blitz™️ - Bingo Games,758481,10.0 M,4.56,1.8,4.1,0,GAME BOARD,577133,101989,34574,14423,30360,FALSE
15,Ludo STAR,735571,10.0 M,4.52,1.6,2.8,0,GAME BOARD,586766,56989,29822,11245,50747,FALSE
16,Bingo Bash featuring MONOPOLY: Live Bingo Games,646251,10.0 M,4.5,0.6,1.3,0,GAME BOARD,491446,71693,33722,16666,32722,FALSE
17,Bingo Showdown Free Bingo Games – Bingo Live Game,596457,5.0 M,4.62,0.1,0.2,0,GAME BOARD,482591,54478,28315,10380,20691,FALSE
18,Mahjong Titan,588940,10.0 M,4.59,0.4,1.1,0,GAME BOARD,411456,133606,32789,4314,6771,FALSE
19,Çanak Okey Plus,570035,10.0 M,4.3,0.4,0.8,0,GAME BOARD,442106,24944,15124,7901,79957,FALSE
20,Ludo Star 2,566405,10.0 M,4.27,2.2,4.7,0,GAME BOARD,410189,45241,30537,16583,63853,FALSE
21,Okey,565637,10.0 M,4.55,0.2,0.5,0,GAME BOARD,460107,37172,21810,9842,36703,FALSE
22,Checkers,537909,100.0 M,4.23,1.8,4,0,GAME BOARD,359579,68669,37353,19010,53295,FALSE
23,Chess - Play and Learn,530144,10.0 M,4.54,11.2,30.3,0,GAME BOARD,420563,53010,15633,6644,34292,FALSE
24,1LINE – One Line with One Touch,472888,50.0 M,4.36,1,2.2,0,GAME BOARD,341542,50923,28129,13939,38352,FALSE
25,BINGO!,467771,10.0 M,4.63,0.3,0.7,0,GAME BOARD,388433,34151,16681,6656,21848,FALSE
26,Backgammon Plus,465371,5.0 M,3.57,0.1,0.3,0,GAME BOARD,272186,23114,15782,8430,145857,FALSE
27,LANDLORD TYCOON Business Simulator Investing Game,463987,5.0 M,4.45,0.4,0.9,0,GAME BOARD,338050,67242,18359,8241,32092,FALSE
28,Real Chess,401171,10.0 M,4.19,0.4,0.9,0,GAME BOARD,254575,65390,27284,12019,41900,FALSE
29,Slots: VIP Deluxe Slot Machines Free - Vegas Slots,393231,5.0 M,4.79,0.9,1.7,0,GAME BOARD,356432,16830,6506,2768,10693,FALSE
30,Mahjong Epic,389981,5.0 M,4.62,0.2,0.4,0,GAME BOARD,277481,88066,17967,2328,4137,FALSE
31,Tic Tac Toe,355406,50.0 M,4.26,0.1,0.3,0,GAME BOARD,244641,40616,24172,10846,35128,FALSE
32,Backgammon Free,349584,10.0 M,4.35,0.3,0.6,0,GAME BOARD,231256,65515,21098,8965,22747,FALSE
33,Dominos Online Jogatina: Dominoes Game Free,347394,10.0 M,4.3,0.7,1.5,0,GAME BOARD,227594,57334,27137,9633,25693,FALSE
34,Mahjong City Tours: Free Mahjong Classic Game,318741,5.0 M,4.61,2.4,6,0,GAME BOARD,244001,45906,16466,4089,8277,FALSE
35,Bingo Party - Free Classic Bingo Games Online,309585,5.0 M,4.62,0.7,1.5,0,GAME BOARD,245490,34351,15626,5188,8927,FALSE
36,Rento - Dice Board Game Online,309495,10.0 M,4.01,0.5,1.2,0,GAME BOARD,177871,52454,25381,11298,42488,FALSE
37,Snakes & Ladders King,302263,50.0 M,3.95,0.1,0.3,0,GAME BOARD,189211,25983,21594,13746,51726,FALSE
38,Game of Dice,294708,5.0 M,4.27,0.2,0.4,0,GAME BOARD,194903,45471,19753,8702,25877,FALSE
39,Pinball Pro,282749,10.0 M,4.37,0,0.1,0,GAME BOARD,189857,46146,23996,6930,15818,FALSE
40,Checkers Online Elite,276996,10.0 M,4.21,0,0,0,GAME BOARD,186192,33365,18596,8124,30717,FALSE
41,Woody Block Puzzle ®,274235,10.0 M,4.43,0.5,1.3,0,GAME BOARD,194695,43443,12515,6727,16853,FALSE
42,Good Knight Story,267278,1.0 M,4.65,0.1,0.5,0,GAME BOARD,197485,54778,10325,1865,2823,FALSE
43,Bingo Pop: Free Live Multiplayer Bingo Board Games,259649,10.0 M,4.54,0.6,1.2,0,GAME BOARD,203767,25302,11667,6012,12899,FALSE
44,Backgammon - Narde,259355,10.0 M,4.38,1.4,2.8,0,GAME BOARD,197295,23514,6517,4181,27845,FALSE
45,Tap Color - Color by number. Coloring Game,254357,10.0 M,4.51,0.4,1,0,GAME BOARD,201149,19660,10893,6291,16360,FALSE
46,RISK: Global Domination,253597,10.0 M,4.4,2.3,4.3,0,GAME BOARD,182725,33730,12210,6120,18810,FALSE
47,Slots: Epic Jackpot Slots Games Free & Casino Game,252406,1.0 M,4.81,0.9,2,0,GAME BOARD,230419,9902,3954,1793,6335,FALSE
48,Onnect - Pair Matching Puzzle,236843,10.0 M,4.29,1.3,2.6,0,GAME BOARD,160741,36216,10826,7118,21940,FALSE
49,Domino Gaple TopFun(Domino QiuQiu):Free dan online,227922,1.0 M,4.45,0.2,0.5,0,GAME BOARD,180762,12754,9755,4957,19691,FALSE
50,Ludo SuperStar,223393,50.0 M,4.07,2.5,5.2,0,GAME BOARD,147106,20793,12841,9124,33526,FALSE
51,Cờ Tỷ Phú - Co Ty Phu ZingPlay - Board Game,217335,5.0 M,4.56,0.6,1.3,0,GAME BOARD,183715,8874,5396,2478,16869,FALSE
52,Yalla Ludo - Ludo&Domino,211859,10.0 M,4.35,10.1,22.4,0,GAME BOARD,163153,11334,8950,5898,22522,FALSE
53,Mahjong Master,206300,10.0 M,4.63,0.2,0.4,0,GAME BOARD,158982,31185,8750,2866,4514,FALSE
54,Chess - Clash of Kings,204295,10.0 M,4.47,6.4,19.1,0,GAME BOARD,146764,32385,10297,3590,11256,FALSE
55,"Colorscapes - Color by Number, Coloring Games",198534,10.0 M,4.73,6.5,13.9,0,GAME BOARD,175060,9717,4744,2486,6524,FALSE
56,Ludo Talent- Online Ludo&Chatroom,195082,10.0 M,4.19,2.1,5,0,GAME BOARD,131997,20385,13564,6494,22640,FALSE
57,YAHTZEE® With Buddies Dice Game,192768,10.0 M,4.09,1.9,4.6,0,GAME BOARD,118188,28403,14142,9796,22237,FALSE
58,Backgammon Free - Lord of the Board - Table Game,191039,5.0 M,4.23,2.7,6.3,0,GAME BOARD,141982,11168,5861,3967,28059,FALSE
59,Fun 101 Okey,186288,5.0 M,4.5,1.6,2.9,0,GAME BOARD,156286,6201,3021,1814,18963,FALSE
60,Tile Craft - Triple Crush: Puzzle matching game,185206,5.0 M,4.48,1.9,3.4,0,GAME BOARD,126059,35591,15005,3018,5531,FALSE
61,Travelling Millionaire,182925,5.0 M,3.82,0,0.1,0,GAME BOARD,114344,11178,9498,5539,42364,FALSE
62,Dice With Buddies™ Free - The Fun Social Dice Game,182457,5.0 M,4.15,0.2,0.5,0,GAME BOARD,114198,27619,13179,8689,18769,FALSE
63,Çanak Okey - Mynet,175678,5.0 M,4.09,0.2,0.3,0,GAME BOARD,123134,10298,7945,4302,29998,FALSE
64,Reversi Free,175383,5.0 M,4.39,0.1,0.2,0,GAME BOARD,114173,37441,11074,3328,9365,FALSE
65,Ludo Classic,174986,10.0 M,4.27,1,1.8,0,GAME BOARD,126431,14308,9286,5131,19828,FALSE
66,Rummikub®,165123,5.0 M,4.62,2.8,7.9,0,GAME BOARD,137759,11970,4244,2489,8658,FALSE
67,Checkers,162168,10.0 M,4.47,0,0,0,GAME BOARD,115060,26941,9353,2808,8004,FALSE
68,Fleet Battle - Sea Battle,153253,10.0 M,4.42,1.7,3.6,0,GAME BOARD,105501,25607,10717,3492,7933,FALSE
69,Chess,150210,10.0 M,4.27,4.1,9.1,0,GAME BOARD,106642,14192,8739,5053,15581,FALSE
70,Tile Master - Classic Triple Match & Puzzle Game,149105,50.0 M,4.57,15,30.4,0,GAME BOARD,125696,5478,4910,3370,9648,FALSE
71,Domino QiuQiu KiuKiu Online(koin gratis),145823,1.0 M,4.64,1.2,2.9,0,GAME BOARD,125960,5830,3677,2013,8341,FALSE
72,Ludo,143869,50.0 M,4.28,4.7,9.9,0,GAME BOARD,101786,14166,8502,4669,14744,FALSE
73,Tic Tac Toe Free,143565,10.0 M,4.15,0,0.1,0,GAME BOARD,92301,17788,12417,5411,15646,FALSE
74,Einstein's Riddle Logic Puzzles,138804,1.0 M,4.65,0.8,1.6,0,GAME BOARD,104877,25249,5085,1533,2057,FALSE
75,Numberzilla - Number Puzzle | Board Game,136193,10.0 M,4.23,6.7,15.6,0,GAME BOARD,93277,14631,8742,5309,14232,FALSE
76,Four In A Line Free,134349,5.0 M,4.38,0,0,0,GAME BOARD,82044,34240,10359,2744,4959,FALSE
77,Ludo All Star - Play Online Ludo Game & Board Game,133033,10.0 M,4.3,1.4,2.9,0,GAME BOARD,97866,9935,6656,4095,14479,FALSE
78,인생역전윷놀이,126650,1.0 M,3.95,0.1,0.4,0,GAME BOARD,68153,21284,16316,4858,16036,FALSE
79,Slot Casino - Slot Machines,116320,10.0 M,4.19,0,0,0,GAME BOARD,74055,16364,10363,4762,10773,FALSE
80,Loco Parchís - Magic Ludo & Mega dice! USA Vip Bet,111317,1.0 M,4.04,0.5,0.5,0,GAME BOARD,69436,14523,6556,3528,17271,FALSE
81,Carrom 3D,111047,10.0 M,3.89,0.2,0.3,0,GAME BOARD,66708,11294,7706,4897,20440,FALSE
82,Chess Online - Duel friends online!,109878,5.0 M,4.39,6.1,11.5,0,GAME BOARD,74315,19208,7772,2103,6478,FALSE
83,Chess for Android,109101,10.0 M,4.19,0,0.1,0,GAME BOARD,72389,12983,8377,3143,12207,FALSE
84,Sudoku Free,104728,5.0 M,4.62,0,0,0,GAME BOARD,73648,25459,3329,1049,1239,FALSE
85,lichess • Free Online Chess,104558,5.0 M,4.53,3.8,7.8,0,GAME BOARD,83048,9467,3357,1624,7060,FALSE
86,Truth or Dare — Dirty Party Game for Adults 18+,103890,5.0 M,4.05,0.5,0.9,0,GAME BOARD,63403,13852,8674,4367,13592,FALSE
87,Slots: Fast Fortune Free Casino Slots with Bonus,102930,1.0 M,4.77,1.1,2.6,0,GAME BOARD,92461,4295,2027,929,3216,FALSE
88,Loto Online,101713,5.0 M,4.1,0.9,1.8,0,GAME BOARD,70873,6115,4916,3177,16629,FALSE
89,Dr. Chess,100137,1.0 M,4.28,0,0.1,0,GAME BOARD,68495,12682,7061,2562,9335,FALSE
90,World Chess Championship,99924,5.0 M,4.22,0.4,0.7,0,GAME BOARD,67221,12430,6504,2823,10944,FALSE
91,Domino! The world's largest dominoes community,98898,5.0 M,4.28,0.3,0.6,0,GAME BOARD,63985,17116,6866,3283,7645,FALSE
92,Chess Online,97628,1.0 M,4.35,3.2,6.4,0,GAME BOARD,67743,13474,6677,2525,7206,FALSE
93,Backgammon Live: Play Online Backgammon Free Games,97507,1.0 M,4.38,1.7,3.7,0,GAME BOARD,71134,12522,2913,1237,9698,FALSE
94,Praia Bingo - Bingo Games + Slot + Casino,97432,5.0 M,4.23,1.6,3.2,0,GAME BOARD,68369,9214,5156,2838,11852,FALSE
95,Super Bingo HD™: Best Free Bingo Games,96784,1.0 M,4.45,0,0.1,0,GAME BOARD,69024,13635,7012,2483,4628,FALSE
96,Tile Connect - Free Tile Puzzle & Match Brain Game,94983,10.0 M,4.56,30,88.3,0,GAME BOARD,72273,13796,3129,1346,4437,FALSE
97,Okey Extra,93219,1.0 M,4.66,0.6,1.3,0,GAME BOARD,82594,2693,1212,646,6072,FALSE
98,Dr. Gomoku,92307,5.0 M,3.94,0.1,0.2,0,GAME BOARD,51992,14387,8518,3209,14198,FALSE
99,Ludo Neo-Classic : King of the Dice Game 2020,92272,10.0 M,4.1,15539.3,0.3,0,GAME BOARD,60808,9219,5783,3805,12655,FALSE
100,Color by Number: Free Coloring Games - Paint Book,91395,10.0 M,4.22,2.8,5.3,0,GAME BOARD,63844,8225,5410,3104,10810,FALSE
1,Yu-Gi-Oh! Duel Links,2095571,50.0 M,4.36,0.5,1.2,0,GAME CARD,1533255,214021,101552,53016,193725,FALSE
2,Hearthstone,1756400,10.0 M,3.67,0.2,0.6,0,GAME CARD,962204,189700,103402,72602,428489,FALSE
3,Solitaire,1576348,100.0 M,4.51,0.5,0.7,0,GAME CARD,1105281,311948,78869,24813,55435,FALSE
3,Solitaire,1576348,100.0 M,4.51,0.5,0.7,0,GAME CARD,432066,90340,39912,15917,69906,FALSE
3,Solitaire,1576348,100.0 M,4.51,0.5,0.7,0,GAME CARD,408570,47577,16761,6353,18469,FALSE
4,World Series of Poker WSOP Free Texas Holdem Poker,1395524,50.0 M,4.32,0.7,1.6,0,GAME CARD,963845,193536,78854,36877,122410,FALSE
5,Live Hold’em Pro Poker - Free Casino Games,1120874,10.0 M,4.21,0,0.1,0,GAME CARD,703968,191418,84231,34897,106358,FALSE
6,Pyramid Solitaire Saga,1066484,10.0 M,4.57,0.1,0.3,0,GAME CARD,790349,173398,53929,15278,33527,FALSE
7,UNO!™,863446,50.0 M,4.16,2.6,6.2,0,GAME CARD,593833,78143,46322,27757,117389,FALSE
8,Solitaire Grand Harvest - Free Tripeaks Solitaire,833513,10.0 M,4.53,2.2,5.3,0,GAME CARD,634927,109546,30343,16253,42441,FALSE
9,Solitaire,648144,50.0 M,4.23,0,0,0,GAME CARD,1105281,311948,78869,24813,55435,FALSE
9,Solitaire,648144,50.0 M,4.23,0,0,0,GAME CARD,432066,90340,39912,15917,69906,FALSE
9,Solitaire,648144,50.0 M,4.23,0,0,0,GAME CARD,408570,47577,16761,6353,18469,FALSE
